date,series_id,value
2013-06-22,shop_31_item_20949,29.0
2013-06-23,shop_31_item_20949,16.0
2013-06-24,shop_31_item_20949,24.0
2013-06-25,shop_31_item_20949,23.0
2013-06-26,shop_31_item_20949,26.0
2013-06-27,shop_31_item_20949,21.0
2013-06-28,shop_31_item_20949,36.0
2013-06-29,shop_31_item_20949,37.0
2013-06-30,shop_31_item_20949,24.0
2013-07-01,shop_31_item_20949,29.0
2013-07-02,shop_31_item_20949,31.0
2013-07-03,shop_31_item_20949,24.0
2013-07-04,shop_31_item_20949,20.0
2013-07-05,shop_31_item_20949,41.0
2013-07-06,shop_31_item_20949,30.0
2013-07-07,shop_31_item_20949,20.0
2013-07-08,shop_31_item_20949,20.0
2013-07-09,shop_31_item_20949,35.0
2013-07-10,shop_31_item_20949,22.0
2013-07-11,shop_31_item_20949,34.0
2013-07-12,shop_31_item_20949,35.0
2013-07-13,shop_31_item_20949,34.0
2013-07-14,shop_31_item_20949,27.0
2013-07-15,shop_31_item_20949,36.0
2013-07-16,shop_31_item_20949,20.0
2013-07-17,shop_31_item_20949,30.0
2013-07-18,shop_31_item_20949,20.0
2013-07-19,shop_31_item_20949,32.0
2013-07-20,shop_31_item_20949,23.0
2013-07-21,shop_31_item_20949,18.0
2013-07-22,shop_31_item_20949,17.0
2013-07-23,shop_31_item_20949,25.0
2013-07-24,shop_31_item_20949,23.0
2013-07-25,shop_31_item_20949,26.0
2013-07-26,shop_31_item_20949,30.0
2013-07-27,shop_31_item_20949,25.0
2013-07-28,shop_31_item_20949,21.0
2013-07-29,shop_31_item_20949,11.0
2013-07-30,shop_31_item_20949,20.0
2013-07-31,shop_31_item_20949,20.0
2013-08-01,shop_31_item_20949,22.0
2013-08-02,shop_31_item_20949,36.0
2013-08-03,shop_31_item_20949,28.0
2013-08-04,shop_31_item_20949,17.0
2013-08-05,shop_31_item_20949,21.0
2013-08-06,shop_31_item_20949,29.0
2013-08-07,shop_31_item_20949,36.0
2013-08-08,shop_31_item_20949,18.0
2013-08-09,shop_31_item_20949,32.0
2013-08-10,shop_31_item_20949,29.0
2013-08-11,shop_31_item_20949,14.0
2013-08-12,shop_31_item_20949,17.0
2013-08-13,shop_31_item_20949,17.0
2013-08-14,shop_31_item_20949,19.0
2013-08-15,shop_31_item_20949,24.0
2013-08-16,shop_31_item_20949,26.0
2013-08-17,shop_31_item_20949,29.0
2013-08-18,shop_31_item_20949,18.0
2013-08-19,shop_31_item_20949,22.0
2013-08-20,shop_31_item_20949,19.0
2013-08-21,shop_31_item_20949,22.0
2013-08-22,shop_31_item_20949,34.0
2013-08-23,shop_31_item_20949,26.0
2013-08-24,shop_31_item_20949,33.0
2013-08-25,shop_31_item_20949,28.0
2013-08-26,shop_31_item_20949,23.0
2013-08-27,shop_31_item_20949,27.0
2013-08-28,shop_31_item_20949,36.0
2013-08-29,shop_31_item_20949,40.0
2013-08-30,shop_31_item_20949,36.0
2013-08-31,shop_31_item_20949,42.0
2013-09-01,shop_31_item_20949,41.0
2013-09-02,shop_31_item_20949,39.0
2013-09-03,shop_31_item_20949,44.0
2013-09-04,shop_31_item_20949,25.0
2013-09-05,shop_31_item_20949,25.0
2013-09-06,shop_31_item_20949,32.0
2013-09-07,shop_31_item_20949,31.0
2013-09-08,shop_31_item_20949,32.0
2013-09-09,shop_31_item_20949,24.0
2013-09-10,shop_31_item_20949,21.0
2013-09-11,shop_31_item_20949,30.0
2013-09-12,shop_31_item_20949,26.0
2013-09-13,shop_31_item_20949,32.0
2013-09-14,shop_31_item_20949,55.0
2013-09-15,shop_31_item_20949,28.0
2013-09-16,shop_31_item_20949,21.0
2013-09-17,shop_31_item_20949,48.0
2013-09-18,shop_31_item_20949,26.0
2013-09-19,shop_31_item_20949,35.0
2013-09-20,shop_31_item_20949,37.0
2013-09-21,shop_31_item_20949,46.0
2013-09-22,shop_31_item_20949,29.0
2013-09-23,shop_31_item_20949,13.0
2013-09-24,shop_31_item_20949,24.0
2013-09-25,shop_31_item_20949,29.0
2013-09-26,shop_31_item_20949,28.0
2013-09-27,shop_31_item_20949,37.0
2013-09-28,shop_31_item_20949,41.0
2013-09-29,shop_31_item_20949,28.0
2013-09-30,shop_31_item_20949,23.0
2013-10-01,shop_31_item_20949,27.0
2013-10-02,shop_31_item_20949,16.0
2013-10-03,shop_31_item_20949,19.0
2013-10-04,shop_31_item_20949,35.0
2013-10-05,shop_31_item_20949,46.0
2013-10-06,shop_31_item_20949,34.0
2013-10-07,shop_31_item_20949,30.0
2013-10-08,shop_31_item_20949,23.0
2013-10-09,shop_31_item_20949,39.0
2013-10-10,shop_31_item_20949,49.0
2013-10-11,shop_31_item_20949,49.0
2013-10-12,shop_31_item_20949,41.0
2013-10-13,shop_31_item_20949,27.0
2013-10-14,shop_31_item_20949,23.0
2013-10-15,shop_31_item_20949,29.0
2013-10-16,shop_31_item_20949,26.0
2013-10-17,shop_31_item_20949,31.0
2013-10-18,shop_31_item_20949,39.0
2013-10-19,shop_31_item_20949,33.0
2013-10-20,shop_31_item_20949,27.0
2013-10-21,shop_31_item_20949,23.0
2013-10-22,shop_31_item_20949,13.0
2013-10-23,shop_31_item_20949,17.0
2013-10-24,shop_31_item_20949,27.0
2013-10-25,shop_31_item_20949,48.0
2013-10-26,shop_31_item_20949,46.0
2013-10-27,shop_31_item_20949,32.0
2013-10-28,shop_31_item_20949,25.0
2013-10-29,shop_31_item_20949,32.0
2013-10-30,shop_31_item_20949,28.0
2013-10-31,shop_31_item_20949,44.0
2013-11-01,shop_31_item_20949,45.0
2013-11-02,shop_31_item_20949,38.0
2013-11-03,shop_31_item_20949,45.0
2013-11-04,shop_31_item_20949,30.0
2013-11-05,shop_31_item_20949,42.0
2013-11-06,shop_31_item_20949,21.0
2013-11-07,shop_31_item_20949,22.0
2013-11-08,shop_31_item_20949,50.0
2013-11-09,shop_31_item_20949,46.0
2013-11-10,shop_31_item_20949,33.0
2013-11-11,shop_31_item_20949,30.0
2013-11-12,shop_31_item_20949,23.0
2013-11-13,shop_31_item_20949,21.0
2013-11-14,shop_31_item_20949,15.0
2013-11-15,shop_31_item_20949,33.0
2013-11-16,shop_31_item_20949,44.0
2013-11-17,shop_31_item_20949,42.0
2013-11-18,shop_31_item_20949,21.0
2013-11-19,shop_31_item_20949,21.0
2013-11-20,shop_31_item_20949,37.0
2013-11-21,shop_31_item_20949,24.0
2013-11-22,shop_31_item_20949,45.0
2013-11-23,shop_31_item_20949,36.0
2013-11-24,shop_31_item_20949,40.0
2013-11-25,shop_31_item_20949,17.0
2013-11-26,shop_31_item_20949,30.0
2013-11-27,shop_31_item_20949,26.0
2013-11-28,shop_31_item_20949,29.0
2013-11-29,shop_31_item_20949,44.0
2013-11-30,shop_31_item_20949,39.0
2013-12-01,shop_31_item_20949,39.0
2013-12-02,shop_31_item_20949,27.0
2013-12-03,shop_31_item_20949,32.0
2013-12-04,shop_31_item_20949,23.0
2013-12-05,shop_31_item_20949,23.0
2013-12-06,shop_31_item_20949,37.0
2013-12-07,shop_31_item_20949,50.0
2013-12-08,shop_31_item_20949,35.0
2013-12-09,shop_31_item_20949,18.0
2013-12-10,shop_31_item_20949,25.0
2013-12-11,shop_31_item_20949,25.0
2013-12-12,shop_31_item_20949,20.0
2013-12-13,shop_31_item_20949,46.0
2013-12-14,shop_31_item_20949,58.0
2013-12-15,shop_31_item_20949,35.0
2013-12-16,shop_31_item_20949,21.0
2013-12-17,shop_31_item_20949,24.0
2013-12-18,shop_31_item_20949,28.0
2013-12-19,shop_31_item_20949,33.0
2013-12-20,shop_31_item_20949,47.0
2013-12-21,shop_31_item_20949,50.0
2013-12-22,shop_31_item_20949,37.0
2013-12-23,shop_31_item_20949,45.0
2013-12-24,shop_31_item_20949,33.0
2013-12-25,shop_31_item_20949,47.0
2013-12-26,shop_31_item_20949,64.0
2013-12-27,shop_31_item_20949,80.0
2013-12-28,shop_31_item_20949,73.0
2013-12-29,shop_31_item_20949,81.0
2013-12-30,shop_31_item_20949,75.0
2013-12-31,shop_31_item_20949,74.0
2014-01-02,shop_31_item_20949,62.0
2014-01-03,shop_31_item_20949,49.0
2014-01-04,shop_31_item_20949,38.0
2014-01-05,shop_31_item_20949,37.0
2014-01-06,shop_31_item_20949,36.0
2014-01-07,shop_31_item_20949,49.0
2014-01-08,shop_31_item_20949,32.0
2014-01-09,shop_31_item_20949,27.0
2014-01-10,shop_31_item_20949,21.0
2014-01-11,shop_31_item_20949,36.0
2014-01-12,shop_31_item_20949,33.0
2014-01-13,shop_31_item_20949,14.0
2014-01-14,shop_31_item_20949,19.0
2014-01-15,shop_31_item_20949,14.0
2014-01-16,shop_31_item_20949,15.0
2014-01-17,shop_31_item_20949,23.0
2014-01-18,shop_31_item_20949,43.0
2014-01-19,shop_31_item_20949,16.0
2014-01-20,shop_31_item_20949,15.0
2014-01-21,shop_31_item_20949,29.0
2014-01-22,shop_31_item_20949,20.0
2014-01-23,shop_31_item_20949,25.0
2014-01-24,shop_31_item_20949,39.0
2014-01-25,shop_31_item_20949,28.0
2014-01-26,shop_31_item_20949,25.0
2014-01-27,shop_31_item_20949,24.0
2014-01-28,shop_31_item_20949,29.0
2014-01-29,shop_31_item_20949,37.0
2014-01-30,shop_31_item_20949,26.0
2014-01-31,shop_31_item_20949,38.0
2014-02-01,shop_31_item_20949,30.0
2014-02-02,shop_31_item_20949,32.0
2014-02-03,shop_31_item_20949,31.0
2014-02-04,shop_31_item_20949,19.0
2014-02-05,shop_31_item_20949,26.0
2014-02-06,shop_31_item_20949,25.0
2014-02-07,shop_31_item_20949,35.0
2014-02-08,shop_31_item_20949,40.0
2014-02-09,shop_31_item_20949,36.0
2014-02-10,shop_31_item_20949,21.0
2014-02-11,shop_31_item_20949,34.0
2014-02-12,shop_31_item_20949,32.0
2014-02-13,shop_31_item_20949,19.0
2014-02-14,shop_31_item_20949,58.0
2014-02-15,shop_31_item_20949,43.0
2014-02-16,shop_31_item_20949,37.0
2014-02-17,shop_31_item_20949,25.0
2014-02-18,shop_31_item_20949,26.0
2014-02-19,shop_31_item_20949,23.0
2014-02-20,shop_31_item_20949,40.0
2014-02-21,shop_31_item_20949,59.0
2014-02-22,shop_31_item_20949,72.0
2014-02-23,shop_31_item_20949,55.0
2014-02-24,shop_31_item_20949,16.0
2014-02-25,shop_31_item_20949,18.0
2014-02-26,shop_31_item_20949,26.0
2014-02-27,shop_31_item_20949,29.0
2014-02-28,shop_31_item_20949,34.0
2014-03-01,shop_31_item_20949,45.0
2014-03-02,shop_31_item_20949,32.0
2014-03-03,shop_31_item_20949,21.0
2014-03-04,shop_31_item_20949,19.0
2014-03-05,shop_31_item_20949,22.0
2014-03-06,shop_31_item_20949,34.0
2014-03-07,shop_31_item_20949,53.0
2014-03-08,shop_31_item_20949,36.0
2014-03-09,shop_31_item_20949,31.0
2014-03-10,shop_31_item_20949,27.0
2014-03-11,shop_31_item_20949,10.0
2014-03-12,shop_31_item_20949,9.0
2014-03-13,shop_31_item_20949,11.0
2014-03-14,shop_31_item_20949,27.0
2014-03-15,shop_31_item_20949,38.0
2014-03-16,shop_31_item_20949,31.0
2014-03-17,shop_31_item_20949,22.0
2014-03-18,shop_31_item_20949,12.0
2014-03-19,shop_31_item_20949,20.0
2014-03-20,shop_31_item_20949,18.0
2014-03-21,shop_31_item_20949,39.0
2014-03-22,shop_31_item_20949,28.0
2014-03-23,shop_31_item_20949,25.0
2014-03-24,shop_31_item_20949,16.0
2014-03-25,shop_31_item_20949,12.0
2014-03-26,shop_31_item_20949,11.0
2014-03-27,shop_31_item_20949,24.0
2014-03-28,shop_31_item_20949,15.0
2014-03-29,shop_31_item_20949,45.0
2014-03-30,shop_31_item_20949,22.0
2014-03-31,shop_31_item_20949,21.0
2014-04-01,shop_31_item_20949,9.0
2014-04-02,shop_31_item_20949,10.0
2014-04-03,shop_31_item_20949,33.0
2014-04-04,shop_31_item_20949,34.0
2014-04-05,shop_31_item_20949,44.0
2014-04-06,shop_31_item_20949,17.0
2014-04-07,shop_31_item_20949,11.0
2014-04-08,shop_31_item_20949,12.0
2014-04-09,shop_31_item_20949,18.0
2014-04-10,shop_31_item_20949,16.0
2014-04-11,shop_31_item_20949,18.0
2014-04-12,shop_31_item_20949,30.0
2014-04-13,shop_31_item_20949,14.0
2014-04-14,shop_31_item_20949,15.0
2014-04-15,shop_31_item_20949,31.0
2014-04-16,shop_31_item_20949,19.0
2014-04-17,shop_31_item_20949,14.0
2014-04-18,shop_31_item_20949,19.0
2014-04-19,shop_31_item_20949,28.0
2014-04-20,shop_31_item_20949,16.0
2014-04-21,shop_31_item_20949,13.0
2014-04-22,shop_31_item_20949,14.0
2014-04-23,shop_31_item_20949,17.0
2014-04-24,shop_31_item_20949,16.0
2014-04-25,shop_31_item_20949,21.0
2014-04-26,shop_31_item_20949,26.0
2014-04-27,shop_31_item_20949,15.0
2014-04-28,shop_31_item_20949,17.0
2014-04-29,shop_31_item_20949,18.0
2014-04-30,shop_31_item_20949,32.0
2014-05-01,shop_31_item_20949,22.0
2014-05-02,shop_31_item_20949,19.0
2014-05-03,shop_31_item_20949,20.0
2014-05-04,shop_31_item_20949,19.0
2014-05-05,shop_31_item_20949,5.0
2014-05-06,shop_31_item_20949,13.0
2014-05-07,shop_31_item_20949,24.0
2014-05-08,shop_31_item_20949,20.0
2014-05-09,shop_31_item_20949,11.0
2014-05-10,shop_31_item_20949,10.0
2014-05-11,shop_31_item_20949,16.0
2014-05-12,shop_31_item_20949,11.0
2014-05-13,shop_31_item_20949,11.0
2014-05-14,shop_31_item_20949,8.0
2014-05-15,shop_31_item_20949,12.0
2014-05-16,shop_31_item_20949,25.0
2014-05-17,shop_31_item_20949,38.0
2014-05-18,shop_31_item_20949,17.0
2014-05-19,shop_31_item_20949,10.0
2014-05-20,shop_31_item_20949,24.0
2014-05-21,shop_31_item_20949,29.0
2014-05-22,shop_31_item_20949,16.0
2014-05-23,shop_31_item_20949,33.0
2014-05-24,shop_31_item_20949,22.0
2014-05-25,shop_31_item_20949,14.0
2014-05-26,shop_31_item_20949,22.0
2014-05-27,shop_31_item_20949,21.0
2014-05-28,shop_31_item_20949,21.0
2014-05-29,shop_31_item_20949,18.0
2014-05-30,shop_31_item_20949,33.0
2014-05-31,shop_31_item_20949,38.0
2014-06-01,shop_31_item_20949,22.0
2014-06-02,shop_31_item_20949,15.0
2014-06-03,shop_31_item_20949,20.0
2014-06-04,shop_31_item_20949,21.0
2014-06-05,shop_31_item_20949,13.0
2014-06-06,shop_31_item_20949,28.0
2014-06-07,shop_31_item_20949,33.0
2014-06-08,shop_31_item_20949,17.0
2014-06-09,shop_31_item_20949,17.0
2014-06-10,shop_31_item_20949,20.0
2014-06-11,shop_31_item_20949,23.0
2014-06-12,shop_31_item_20949,54.0
2014-06-13,shop_31_item_20949,19.0
2014-06-14,shop_31_item_20949,17.0
2014-06-15,shop_31_item_20949,9.0
2014-06-16,shop_31_item_20949,13.0
2014-06-17,shop_31_item_20949,21.0
2014-06-18,shop_31_item_20949,18.0
2014-06-19,shop_31_item_20949,13.0
2014-06-20,shop_31_item_20949,19.0
2014-06-21,shop_31_item_20949,45.0
2014-06-22,shop_31_item_20949,13.0
2014-06-23,shop_31_item_20949,9.0
2014-06-24,shop_31_item_20949,17.0
2014-06-25,shop_31_item_20949,17.0
2014-06-26,shop_31_item_20949,19.0
2014-06-27,shop_31_item_20949,27.0
2014-06-28,shop_31_item_20949,26.0
2014-06-29,shop_31_item_20949,16.0
2014-06-30,shop_31_item_20949,24.0
2014-07-01,shop_31_item_20949,16.0
2014-07-02,shop_31_item_20949,16.0
2014-07-03,shop_31_item_20949,23.0
2014-07-04,shop_31_item_20949,24.0
2014-07-05,shop_31_item_20949,21.0
2014-07-06,shop_31_item_20949,14.0
2014-07-07,shop_31_item_20949,9.0
2014-07-08,shop_31_item_20949,19.0
2014-07-09,shop_31_item_20949,20.0
2014-07-10,shop_31_item_20949,20.0
2014-07-11,shop_31_item_20949,21.0
2014-07-12,shop_31_item_20949,20.0
2014-07-13,shop_31_item_20949,21.0
2014-07-14,shop_31_item_20949,14.0
2014-07-15,shop_31_item_20949,8.0
2014-07-16,shop_31_item_20949,15.0
2014-07-17,shop_31_item_20949,20.0
2014-07-18,shop_31_item_20949,11.0
2014-07-19,shop_31_item_20949,19.0
2014-07-20,shop_31_item_20949,15.0
2014-07-21,shop_31_item_20949,9.0
2014-07-22,shop_31_item_20949,27.0
2014-07-23,shop_31_item_20949,20.0
2014-07-24,shop_31_item_20949,9.0
2014-07-25,shop_31_item_20949,12.0
2014-07-26,shop_31_item_20949,18.0
2014-07-27,shop_31_item_20949,23.0
2014-07-28,shop_31_item_20949,17.0
2014-07-29,shop_31_item_20949,15.0
2014-07-30,shop_31_item_20949,22.0
2014-07-31,shop_31_item_20949,10.0
2014-08-01,shop_31_item_20949,13.0
2014-08-02,shop_31_item_20949,25.0
2014-08-03,shop_31_item_20949,20.0
2014-08-04,shop_31_item_20949,13.0
2014-08-05,shop_31_item_20949,17.0
2014-08-06,shop_31_item_20949,21.0
2014-08-07,shop_31_item_20949,17.0
2014-08-08,shop_31_item_20949,19.0
2014-08-09,shop_31_item_20949,27.0
2014-08-10,shop_31_item_20949,14.0
2014-08-11,shop_31_item_20949,14.0
2014-08-12,shop_31_item_20949,21.0
2014-08-13,shop_31_item_20949,13.0
2014-08-14,shop_31_item_20949,22.0
2014-08-15,shop_31_item_20949,16.0
2014-08-16,shop_31_item_20949,24.0
2014-08-17,shop_31_item_20949,20.0
2014-08-18,shop_31_item_20949,12.0
2014-08-19,shop_31_item_20949,14.0
2014-08-20,shop_31_item_20949,23.0
2014-08-21,shop_31_item_20949,18.0
2014-08-22,shop_31_item_20949,20.0
2014-08-23,shop_31_item_20949,26.0
2014-08-24,shop_31_item_20949,15.0
2014-08-25,shop_31_item_20949,12.0
2014-08-26,shop_31_item_20949,23.0
2014-08-27,shop_31_item_20949,14.0
2014-08-28,shop_31_item_20949,20.0
2014-08-29,shop_31_item_20949,17.0
2014-08-30,shop_31_item_20949,32.0
2014-08-31,shop_31_item_20949,29.0
2014-09-01,shop_31_item_20949,23.0
2014-09-02,shop_31_item_20949,21.0
2014-09-03,shop_31_item_20949,15.0
2014-09-04,shop_31_item_20949,25.0
2014-09-05,shop_31_item_20949,31.0
2014-09-06,shop_31_item_20949,37.0
2014-09-07,shop_31_item_20949,17.0
2014-09-08,shop_31_item_20949,15.0
2014-09-09,shop_31_item_20949,28.0
2014-09-10,shop_31_item_20949,20.0
2014-09-11,shop_31_item_20949,22.0
2014-09-12,shop_31_item_20949,25.0
2014-09-13,shop_31_item_20949,18.0
2014-09-14,shop_31_item_20949,20.0
2014-09-15,shop_31_item_20949,21.0
2014-09-16,shop_31_item_20949,15.0
2014-09-17,shop_31_item_20949,19.0
2014-09-18,shop_31_item_20949,26.0
2014-09-19,shop_31_item_20949,27.0
2014-09-20,shop_31_item_20949,27.0
2014-09-21,shop_31_item_20949,22.0
2014-09-22,shop_31_item_20949,7.0
2014-09-23,shop_31_item_20949,11.0
2014-09-24,shop_31_item_20949,18.0
2014-09-25,shop_31_item_20949,26.0
2014-09-26,shop_31_item_20949,27.0
2014-09-27,shop_31_item_20949,30.0
2014-09-28,shop_31_item_20949,17.0
2014-09-29,shop_31_item_20949,12.0
2014-09-30,shop_31_item_20949,17.0
2014-10-01,shop_31_item_20949,16.0
2014-10-02,shop_31_item_20949,26.0
2014-10-03,shop_31_item_20949,28.0
2014-10-04,shop_31_item_20949,25.0
2014-10-05,shop_31_item_20949,14.0
2014-10-06,shop_31_item_20949,14.0
2014-10-07,shop_31_item_20949,21.0
2014-10-08,shop_31_item_20949,19.0
2014-10-09,shop_31_item_20949,24.0
2014-10-10,shop_31_item_20949,26.0
2014-10-11,shop_31_item_20949,33.0
2014-10-12,shop_31_item_20949,16.0
2014-10-13,shop_31_item_20949,12.0
2014-10-14,shop_31_item_20949,10.0
2014-10-15,shop_31_item_20949,18.0
2014-10-16,shop_31_item_20949,21.0
2014-10-17,shop_31_item_20949,15.0
2014-10-18,shop_31_item_20949,38.0
2014-10-19,shop_31_item_20949,17.0
2014-10-20,shop_31_item_20949,14.0
2014-10-21,shop_31_item_20949,21.0
2014-10-22,shop_31_item_20949,17.0
2014-10-23,shop_31_item_20949,16.0
2014-10-24,shop_31_item_20949,30.0
2014-10-25,shop_31_item_20949,28.0
2014-10-26,shop_31_item_20949,28.0
2014-10-27,shop_31_item_20949,15.0
2014-10-28,shop_31_item_20949,9.0
2014-10-29,shop_31_item_20949,20.0
2014-10-30,shop_31_item_20949,20.0
2014-10-31,shop_31_item_20949,23.0
2014-11-01,shop_31_item_20949,35.0
2014-11-02,shop_31_item_20949,20.0
2014-11-03,shop_31_item_20949,30.0
2014-11-04,shop_31_item_20949,20.0
2014-11-05,shop_31_item_20949,13.0
2014-11-06,shop_31_item_20949,32.0
2014-11-07,shop_31_item_20949,35.0
2014-11-08,shop_31_item_20949,43.0
2014-11-09,shop_31_item_20949,23.0
2014-11-10,shop_31_item_20949,18.0
2014-11-11,shop_31_item_20949,14.0
2014-11-12,shop_31_item_20949,20.0
2014-11-13,shop_31_item_20949,26.0
2014-11-14,shop_31_item_20949,29.0
2014-11-15,shop_31_item_20949,32.0
2014-11-16,shop_31_item_20949,25.0
2014-11-17,shop_31_item_20949,11.0
2014-11-18,shop_31_item_20949,31.0
2014-11-19,shop_31_item_20949,21.0
2014-11-20,shop_31_item_20949,28.0
2014-11-21,shop_31_item_20949,34.0
2014-11-22,shop_31_item_20949,30.0
2014-11-23,shop_31_item_20949,23.0
2014-11-24,shop_31_item_20949,20.0
2014-11-25,shop_31_item_20949,14.0
2014-11-26,shop_31_item_20949,25.0
2014-11-27,shop_31_item_20949,18.0
2014-11-28,shop_31_item_20949,29.0
2014-11-29,shop_31_item_20949,46.0
2014-11-30,shop_31_item_20949,27.0
2014-12-01,shop_31_item_20949,26.0
2014-12-02,shop_31_item_20949,23.0
2014-12-03,shop_31_item_20949,27.0
2014-12-04,shop_31_item_20949,27.0
2014-12-05,shop_31_item_20949,28.0
2014-12-06,shop_31_item_20949,32.0
2014-12-07,shop_31_item_20949,32.0
2014-12-08,shop_31_item_20949,22.0
2014-12-09,shop_31_item_20949,24.0
2014-12-10,shop_31_item_20949,14.0
2014-12-11,shop_31_item_20949,24.0
2014-12-12,shop_31_item_20949,33.0
2014-12-13,shop_31_item_20949,41.0
2014-12-14,shop_31_item_20949,24.0
2014-12-15,shop_31_item_20949,41.0
2014-12-16,shop_31_item_20949,23.0
2014-12-17,shop_31_item_20949,27.0
2014-12-18,shop_31_item_20949,26.0
2014-12-19,shop_31_item_20949,52.0
2014-12-20,shop_31_item_20949,28.0
2014-12-21,shop_31_item_20949,32.0
2014-12-22,shop_31_item_20949,41.0
2014-12-23,shop_31_item_20949,35.0
2014-12-24,shop_31_item_20949,29.0
2014-12-25,shop_31_item_20949,43.0
2014-12-26,shop_31_item_20949,64.0
2014-12-27,shop_31_item_20949,80.0
2014-12-28,shop_31_item_20949,53.0
2014-12-29,shop_31_item_20949,65.0
2014-12-30,shop_31_item_20949,107.0
2014-12-31,shop_31_item_20949,86.0
2015-01-02,shop_31_item_20949,48.0
2015-01-03,shop_31_item_20949,41.0
2015-01-04,shop_31_item_20949,27.0
2015-01-05,shop_31_item_20949,41.0
2015-01-06,shop_31_item_20949,29.0
2015-01-07,shop_31_item_20949,42.0
2015-01-08,shop_31_item_20949,32.0
2015-01-09,shop_31_item_20949,23.0
2015-01-10,shop_31_item_20949,29.0
2015-01-11,shop_31_item_20949,18.0
2015-01-12,shop_31_item_20949,16.0
2015-01-13,shop_31_item_20949,24.0
2015-01-14,shop_31_item_20949,11.0
2015-01-15,shop_31_item_20949,27.0
2015-01-16,shop_31_item_20949,19.0
2015-01-17,shop_31_item_20949,39.0
2015-01-18,shop_31_item_20949,27.0
2015-01-19,shop_31_item_20949,12.0
2015-01-20,shop_31_item_20949,13.0
2015-01-21,shop_31_item_20949,18.0
2015-01-22,shop_31_item_20949,12.0
2015-01-23,shop_31_item_20949,22.0
2015-01-24,shop_31_item_20949,30.0
2015-01-25,shop_31_item_20949,27.0
2015-01-26,shop_31_item_20949,13.0
2015-01-27,shop_31_item_20949,16.0
2015-01-28,shop_31_item_20949,14.0
2015-01-29,shop_31_item_20949,20.0
2015-01-30,shop_31_item_20949,21.0
2015-01-31,shop_31_item_20949,32.0
2015-02-01,shop_31_item_20949,15.0
2015-02-02,shop_31_item_20949,20.0
2015-02-03,shop_31_item_20949,18.0
2015-02-04,shop_31_item_20949,16.0
2015-02-05,shop_31_item_20949,16.0
2015-02-06,shop_31_item_20949,26.0
2015-02-07,shop_31_item_20949,25.0
2015-02-08,shop_31_item_20949,19.0
2015-02-09,shop_31_item_20949,19.0
2015-02-10,shop_31_item_20949,6.0
2015-04-03,shop_31_item_20949,13.0
2015-04-04,shop_31_item_20949,18.0
2015-04-05,shop_31_item_20949,16.0
2015-04-06,shop_31_item_20949,18.0
2015-04-07,shop_31_item_20949,15.0
2015-04-08,shop_31_item_20949,9.0
2015-04-09,shop_31_item_20949,14.0
2015-04-10,shop_31_item_20949,12.0
2015-04-11,shop_31_item_20949,34.0
2015-04-12,shop_31_item_20949,10.0
2015-04-13,shop_31_item_20949,3.0
2015-04-14,shop_31_item_20949,46.0
2015-04-15,shop_31_item_20949,19.0
2015-04-16,shop_31_item_20949,9.0
